epoch,acc,iou,loss,lr,precision,recall,val_acc,val_iou,val_loss,val_precision,val_recall
25,0.9861384630203247,0.4461115002632141,0.1109326109290123,1e-05,0.9625347852706909,0.9136661291122437,0.9668228626251221,0.3469337522983551,0.15129803121089935,0.864507794380188,0.7581748962402344
26,0.9864891767501831,0.4486997425556183,0.10986294597387314,1e-05,0.9641026854515076,0.9159579873085022,0.967005729675293,0.34823527932167053,0.1510937213897705,0.864894449710846,0.7602277398109436
27,0.9867606163024902,0.4509764313697815,0.10893043875694275,1e-05,0.9654340147972107,0.9175793528556824,0.9670374989509583,0.3493521213531494,0.15109428763389587,0.8639468550682068,0.7619379162788391
28,0.9870041012763977,0.4530975818634033,0.1080658808350563,1e-05,0.9666299819946289,0.9190464615821838,0.9670407772064209,0.3506259620189667,0.15108804404735565,0.862636387348175,0.763762354850769
29,0.9872121214866638,0.4550999104976654,0.10725077241659164,1e-05,0.9677242040634155,0.9201847314834595,0.9669722318649292,0.35147351026535034,0.1510680466890335,0.8619898557662964,0.7635910511016846
30,0.9874035716056824,0.45703446865081787,0.10646425932645798,1e-05,0.9686919450759888,0.9212917685508728,0.966927170753479,0.3523545563220978,0.1510249227285385,0.8614954948425293,0.7636081576347351
31,0.9877085089683533,0.4584714472293854,0.10567890852689743,1e-06,0.9706264734268188,0.9225589036941528,0.9666840434074402,0.35496973991394043,0.15189126133918762,0.8518185615539551,0.7735239863395691
32,0.9877296686172485,0.45879897475242615,0.10558367520570755,1e-06,0.9705056548118591,0.9230328798294067,0.9664977192878723,0.35624632239341736,0.15241305530071259,0.8466558456420898,0.7782777547836304
33,0.987748384475708,0.45907512307167053,0.10549794882535934,1e-06,0.9704434871673584,0.9233725070953369,0.9664149284362793,0.3568439483642578,0.15263499319553375,0.8445865511894226,0.7800650596618652
34,0.9877681136131287,0.45931845903396606,0.10541586577892303,1e-06,0.9704464673995972,0.9236180782318115,0.9663946628570557,0.3571559488773346,0.1527070701122284,0.8438994884490967,0.780784547328949
35,0.9877997040748596,0.4595315158367157,0.1053319200873375,1e-07,0.9704928994178772,0.923970103263855,0.9663846492767334,0.3572733998298645,0.15271712839603424,0.8437579274177551,0.7808558940887451
36,0.987801194190979,0.4595528542995453,0.10532356798648834,1e-07,0.9704976081848145,0.923983097076416,0.9663786292076111,0.35734236240386963,0.15272274613380432,0.8436867594718933,0.7808815836906433
37,0.9878026843070984,0.4595746099948883,0.10531511157751083,1e-07,0.970500648021698,0.9239964485168457,0.9663706421852112,0.3573853075504303,0.15272529423236847,0.8436044454574585,0.7808873057365417
38,0.9878048896789551,0.4595966041088104,0.10530658811330795,1e-07,0.9705133438110352,0.9240097403526306,0.9663676023483276,0.35741347074508667,0.15272612869739532,0.843579113483429,0.7808758616447449
39,0.9878090620040894,0.4596181809902191,0.10529765486717224,1e-08,0.9705283641815186,0.924045205116272,0.9663643836975098,0.35742735862731934,0.15272554755210876,0.8435483574867249,0.7808787226676941
40,0.9878091812133789,0.4596198499202728,0.10529709607362747,1e-08,0.9705303311347961,0.9240449070930481,0.966364860534668,0.357435405254364,0.15272541344165802,0.8435493111610413,0.7808844447135925
